,Unnamed: 0,comment
1465,1465,"Gw terharu ...   Beruntungnya nada. Om ded , sabrina dan azka benar2 menjadikan nada sbg keluarga inti.  Bukan keluarga tempelan. Melindungi nada luar dalam...   Gw terharu ...
Semoga keluarga om ded selalu mendapatkan rahmat dan ridhlo Alloh ta'alla ...  Aamiin"
1466,1466,"Oh Nada.. to be loved like that by not one, but two fathers. You are lucky ❤"
1467,1467,"Heartwarming.

Btw, jangan tiba2 nyanyi Om Ded, ngagetin. "
1468,1468,Om Deddy ngangkat ini sebagai bentuk kalau kita mau nolong liat-liat dan yang di tolong tahu di tolong. Ranah satire om Deddy mode on.
1469,1469,respect 👍👍
1470,1470,Love you nada❤❤
1471,1471,"wkwkwwkw br di video ini gw ngeh.. kmaren blum terlalu. ternyata kayakny ada yg kurang pas lightingnya. kalau yg dduk dposisi kursi beben, itu kepala sama leeher ga sesuai warnanya. karena sorotan lighting, berhenti di leher doank. kaya cabe2an putihnya tapi di leher doank muka sdikit gelap wkwkrkwrkkwkw kontrasnya rada parah sih"
1472,1472,Saya bangga sama kalian
1473,1473,"Peluk lah ayah mu nada, jgn malu, ayah mu sangat merindukan mu, meski tidak berkata2,"
1474,1474,Nah ni dia nich contoh yg baik antara 2 pihak yg ditolong dn pihak yg menolong... Penonton damai ❤
1475,1475,Beda bngt sama Agus gak tau diri 😢
1476,1476,Alhamdulillah kedua papanya nada podcast bareng ...AQ lebih happy.
1477,1477,Gus aguuss.. yu harus nonton konten ini.. cepetan !!
1478,1478,Kok aku terharu yah liat podcast ini
1479,1479,47:00 Menurutku dr kata-kata pertama Ayah Nada sepertinya beliau sangat menginginkan Nada balik lagi ngumpul bareng beliau🙁🙁
1480,1480,Duh.. gak tahan deh . aku udah nahan nangis aja dari tadi..
1481,1481,Semoga Agus diangkat anak sama Alvin Liem
1482,1482,"mana mau si nada balek ke papa kandung nya , udah enak banget sama om dedi cobuzer , semua nya ada.. hidup enak 😊"
1483,1483,"dulu siapa coba yg nuduh tidak-tidak om Deddy angkat Nada, merasa malu atau berdosa ngga kalian yg sudah berpikiran negatif"
1484,1484,Sehat2 terus yaa ayah nada. Smoga bisa terus dampingi nada hingga dewasa n punya anak 😇🥰
1485,1485,"tontonan yang luar biasa,, banyak point yg dapat diambil, terutama (sosok ayah/papah)"
1486,1486,Beruntung bgt yaa jadi nada❤❤
1487,1487,"kang beben omded, dari jl virgo lbh deket ke statsiun tegal luar, kalo ke padalarang kejauhan memang"
1488,1488,"Rekam jejak digital, suatu saat akan menjadi moment terindah jika ditonton kembali"
1489,1489,TFive aku seneng lagu lagunya… remaja 2000an pasti hafal 😅
1490,1490,nada sangat beruntung sekali!!
1491,1491,"Nada, bersyukur punya ayah dan papa hebat disamping Nada yaaa..

Anak ibu tdk seberuntung Nada, semua perjuangan berat krn ayahnya tdk sll ada untuknya, tdk mendukungnya dlm mengambil keputusan, anak ibu malah merasa tdk nyaman bersama ayahnya, krn trll banyak sakit hati dari kecil menerima ucapan yg sering mengungkit apa pun pemberian jg hal lain nya

Utk Ayah dan Papa, sll menjdi hero utk Nada ya.. jg Kak Azka yg sll menjadi bodyguardnya, senengnya ada lelaki2 hebat yg sll sayang dan menjaga Nada ya nak.. 😍"
1492,1492,Aih ntah kenapa terharu banget wehhhhhn😢
1493,1493,"Nada, sering sering ungkapin sayangnya ke ayah, mumpung masih ada kesempatan. jangan pernah malu untuk nunjukin rasa sayangmu ke orangtua"
1494,1494,"Nonton ini , vibes mereka bertiga ngobrol lovable buangettt dan tulusnya saling menyayangi nyampe bangettt ke aku yang nonton, merekanya ga sambil nangis , akunya yang nangis terharu bangett merinding. 

Nada Sayang..kamu amazing bangett sih Nduk. Kamu anak yang terpilih dan memang berhak untuk meraih ini semua.

Om Ded badan gedhe puoll hati hello kitty , makasih banyak atas kebaikannya dan ketulusannya menolong Nada sekeluarga 😢😭❤️🥰

Nonton ini aku sambil googling Ayah Nada zaman2 T-Five sampai foto saat menikah 😭😭😭..

Sehat Sehat selalu ya Om Bheben (Hans Boyke) T-Five 🤲🏻🤲🏻"
1495,1495,akward
1496,1496,"Wow! Nada masih update dgn sikon Ayah kandungnya. MaSyaa Allah...
Oom Ded memberikan kebaikan tanpa mengambil sedikitpun hak seorang anak untuk Ayahnya.
Azka super cool juga sih!
Ketika seorang perempuan di tangan pria2 yg tepat!"
1497,1497,"Alm ibuku juga dulu kena tumor otak..awalnya sakit kepala ringan  tapi tahun demi tahun makin parah sakitnya ,diobati kedokter dikiranya sakit kepala biasa  atau vertigo...akhirnya ibuku ngedrop opname dirumah sakit 2 minggu gkda perubahan , akhirnya dirujuk kerumah sakit yg lebih besar dan lenkap akhirnya ketahuan kalau kena tumor otak,akhirnya ibuku di oprasi  abis oprasi setahun sembuh tpi akhirnya lumpuh total gk bisa jalan gak bisa angkat tangan gk bisa bicara selama setahun lumpuh akhirnya ibuku  meninggal..
Mohon doa nya kawan semoga ibuku masuk surganya allah swt"
1498,1498,"Beautiful moment ❤❤❤
2 papa yg baik  shared stories ❤

Sehat trs ayah papa nada   Semoga  husnul khotimah 🤲🏻"
1499,1499,"Maaf kalau ketinggalan berita/ informasi... , mengapa Beben harus tinggal sendiri di Bandung... ? Bundanya Nada/ istrinya Beben ke mana... , kenapa nggak mendampingi Beben di Bandung... ?"
1500,1500,Kpn podcast sama lucinta
1501,1501,"Beben mantan basis T-five. salutnya saat terpuruk pun dia tidak mau memanfaatkan kedekatan dengan DC, tidak mau meminta tolong apalagi meminta bantuan"
1502,1502,"Asik bgt liat ini. Keliatan bgt ayah nada bahagia melihat nada yg sekrang, tp dia jg kangen pengen bareng anaknya. Nahan rindu itu berat memang, tp harus bisa nahan demi kesuksesan anaknya."
1503,1503,"Nada nyanyi, ayah main guitar, papa yg dadidadida"
1504,1504,Ayah nada sama bundanya emang cerai???
1505,1505,Salfok nada putih banget nengggg
1506,1506,Bunda sama ayahnya nada cerai ?
1507,1507,ommm dari jl virgo ke rs santosa kebon kawung itu jauhhhh🥲🥲🥲 jadi ikut ovt kalo pergi2 sendiri
1508,1508,aku melihat dua sosok orang tua yg hebat 😊
1509,1509,Dari jutaan kisah yang luar biasa... Om dedy yang mendapatkannya❤❤❤❤
1510,1510,Itulah definisi laki² ga pernah cerita😎
1511,1511,"Lelaki tidak bercerita, tapi diem diem diposting polres😂"
1512,1512,polisi jahat yang baik cuma ibu dan ayah🌻
1513,1513,"43:43 😂😂😂😂 ladida ladida dida dida ...more than words 

Menit om ded nyanyi 🤣 ngakak aink"
1514,1514,Ayah dan bunda nya nada udah pisah ya??
1515,1515,Om undang agus
1516,1516,Contoh nih gus biar g malu2in kluarga
1517,1517,"baru tau sih personil t five..
ih saya hafal loh lagu lagu T-five"
1518,1518,Setelah nonton ini.. Om ded pasti ngundang pak RT nya agus..
1519,1519,keren sih asli
1520,1520,"Kang Beben, legend T-Five"
1521,1521,Ciri khas org bandung GA ENAKAN
1522,1522,Sama kaya ibu saya dan sy bangga merawatnya di proses penyembuhan after operasi semoga bisa sembuh seperti anda
1523,1523,"Terima kasih om ded telah membantu keluarga nada , semoga dengan masuk islam bisa membawa om ded ke jalan yang benar dan gak blunder lagi😊🎉"
1524,1524,keluarga bahagia❤️❤️❤️
1525,1525,liat sikap kang beben ke nada itu keliatan kayak yg kangen banget cuma sekarang kan nadanya udah remaja jadi agak bingung mengekspresikannya 😢😢
1526,1526,Episode close the door paling adem🤩
1527,1527,salute om ded emang orang hebat penuh inspirasi. semoga om ded diberi kesehatan terus amiinn.
1528,1528,RESPECT!🎉❤
1529,1529,Next podcast lagi ber3 sama bundanya nada dong om ded
1530,1530,Hebat Dedi...
1531,1531,"aku ada info, ada anak dari Indonesia yg sejak SD juara 1, terus saat SMP kelas 2 apply scholarship di Singapore, accepted, terus lanjut SMA juga scholarship...lanjut di university juga scholarship juga...setelah itu belum lulus magang di Singtel nya Singapore...terus kerja di perusahaan Amerika ...cuma 2th, sekarang ditarik Meta untuk kerja di kantornya....training di London dibayari  flight nya PP kelas Bisnis...

gajinya naik 100%... ratusan juta per bulan..milyaran per tahun... jauh lebih besar dari gajinya pak Ahok saat jadi komisaris BUMN..!!

Ini sangat luarbiasa...jarang ada anak seperti itu setahuku...bisa jadi inspirasi bagi anak2 di indonesia untuk maju terus...membanggakan bangsa Indonesia...

Thank you"
1532,1532,"Ibuku juga tumir otak dan di oprasi yg ke 2 kali tp tdk selamat., Nadamsh beruntung msh dpt ngobrol dgn ayah kandung dgn penyakit yg sngt berat. 
Sehat2 ya pak. Aminyrb."
1533,1533,Nada is very lucky
1534,1534,Tumor grade berapa ya kalo boleh tau? ibuku juga sama soalnya
1535,1535,"Abis ini palingan om ded nyebokin miftah,"
1536,1536,30:50 ngakak dan terharu haha takut ke kaka😂
1537,1537,18000° beda sama agus
1538,1538,❤❤❤❤❤❤❤❤❤
1539,1539,*ATITUDE papa dan ayah yang smart people*
1540,1540,"contoh tolong menolong yang baik, dari pihak yang ditolong yang menolong pun, bukan kayak.."
1541,1541,Nice ...!
1542,1542,"Demensia dini,,, di luar negri byk banget yg mengidap"
1543,1543,ibuku tumor otak  cm brp tahun nggak tertolong.. ayahnya termasuk hebat itu  msh bisa tertolong
1544,1544,Ini contoh ketika dibantu tau rasa bersyukur & terima kasih. tdk sprti Agus Salim ketika dibantu malah bikin susah org yg membantu !.
1545,1545,MasyaAllah 🥹🥹🥹
1546,1546,Ajak ke podhub dong om biar ketemu sama vidi
1547,1547,Seru nih ❤
1548,1548,22:36 kebanyakan cowo apapun kejadiannya tidak pernah bercerita satu kata sama siapapun jadi mau pahit senang hadapi sendiri
1549,1549,nada punya dua ayah yang hebat
1550,1550,beruntung bangett ya nada punya papa dan punya Ayah
1551,1551,Mirip Dzawin anjau😂😂
1552,1552,Orang baik ketemu orang baik.
1553,1553,"Salut dengan om beben... Benar benar survive banget, om beben pantang ngemis dan ga teriak ""sediiih bangeeeet"". Benar benar laki laki sejati om beben ini. Sehat sehat terus om beben"
1554,1554,"capek banget asli, nunggu lama"" ternyata pas mau nyanyi jadi suara pikachu...."
1555,1555,"Iri banget jadi anak yaang di sayangin sama bapak nyaa, tapi nggk pp minta do'a buat ayah ku ya guys semoga Husnul Khotimah Amiiinn❤"
1556,1556,Maaf ya om ded... kirain selama ini nada itu anak tiri om dedy dgn istri yg skg...
1557,1557,Berharap ada bawangnya
1558,1558,Smg ke depanya nada sukses...
1559,1559,"Om, saya yakin anda 100% GK cocok jadi seorang IDOLA, anda lebih cocok untuk menjadi seorang PANUTAN om.
Semangat om jadi orang baik😊"
1560,1560,Nada menggunakan previllagenya dg sgt amat baik. 😊😊
1561,1561,"45:41 Happy gw - Seneng gw - Bahagia gw 
kita semua juga happy, seneng dan bahagia nontonnya...

keluarga bahagia"
1562,1562,"sehat2 terus bang beben 


Aamiin"
1563,1563,"Dari konten semua, yang ini tanpa skip, karena penasaran 😊"
1564,1564,"Nada pemberani, sm om ded aja ngomongnya ceplas-ceplos, kayak ank perempuan gue ke bpknya ya gitu, artinya ankx nyaman ( ga takut ). Membangun hubungan yg begitu ga gampang"
1565,1565,OM DEDY GUS MIPTAH KASI TEMPAT BUAT KLARIFIKASI SETELAH GOBL⁰KIN TUKANG JUALAN ES 😢😢😢
1566,1566,mirip banget
1567,1567,enak yah kalo tau diri dan ngerti ga enakan emg gitu kalo org baik
1568,1568,Semoga segala kebaikan dan ke ikhlasan Om Ded menjadi Amal jariyah yg mengalir gak ada putusnya hingga hari akhir kelak. Aamiin
1569,1569,Daddy's little girl is a big girl now. Mata bang Beben pas ngeliat anaknya...🥲
1570,1570,41:57 🤣🤣
1571,1571,"Nada ama gitar dan gelas sama putihnya.. Putih amat sihhhh dadidadidadidada

Senang nya punya papa 2 dan abang yg protect
Jiplakan bgt nada sama ayahnya. 

Sehat-sehat semua ayah nada om ded dan keluarga"
1572,1572,"Bokap gw Jumat kemaren sore meninggal, 

Yang bikin sedih, kondisi gw pas lagi susah, posisi pas nguburin cuma punya duit goceng, 

Masih ninggalin hutang juga buat nebus di RS, 

Gw punya keinginan buat rapihin kuburannya, sama bikin pengajian meskipun cuma 1 hari,

Semoga ada rejeki tak terduga, biar terlaksana, kalo gk ya mau gimana😢😢😢

Gw gk ketemu bokap gw 20tahun lebih, sekalinya ketemu cuma sebentar, 

😢😢😢😢

Tapi gk punya biaya sama sekali... 

Gw ojol maxim. Tau sendiri maxim tuh orderannya seadanya, bisa buat makan sehari-hari aja udah sukur..."
1573,1573,"Aku nangis liat podcast ini😢 sehat2 ayahnya Nada, Nada, dan Papanya Nada❤"
1574,1574,2 super dad
1575,1575,"episode ini paling epic dari awal episode sampai ini tayang, closethedoor memang the best"
1576,1576,2 kata buat Om Deddy .. empati & bijaksana !!
1577,1577,such a wonderful and awesome. adem banget asli suasananya
1578,1578,"Video yg penuh pembelajaran,membuat kita bersyukur dgn kesehatan kita"
1579,1579,"Yang nolong iklas ....
Yang di tolong penuh adab ❤
Tau kenapa bisa begitu ?
Karena yang di tolong gak didampingi pengancara yang bad atitute"
1580,1580,Mas Dedy orang yg sangat asyik dan mengasikan...!!! Bs mendidik anak walaupun bkn darah daging sendiri.
1581,1581,Simak ini Gussss..  jngn planga plongi luu😂😂😂
1582,1582,"T-Five, Lagu2mu menemani sy masa2 kerja di Singapore 2003, tiap pulang kerja dari Bishan ke St. Michael Street (masih jaman kaset pke WalkMan). Om Bheben sebagai bagian dari T-FIVE yg nemenin dengan Lagu2 indahnya bahkan sampai skr ada di USB Mobil... KAU, MIRC, Di Ujung Mimpi, dll...

sy berharap Om Bheben bisa benar2 pulih dan kembali aktif di T-five lagi, aamiin. 
Thx u Om Ded, Goodluck Nada dg Ayah & Papa yg sangat peduli dan menyayangimu..."
1583,1583,Salfok tangan nada putih bgt 😊
1584,1584,"Ini baru laki,.. sadar diri,... Salut pak ben,.. semoga Allah berikan kesehatan aamiin"
1585,1585,"lah, cover doang gk bakal kena copyright lah, kecuali pake sound asli dr lagunya"
1586,1586,Rezeki keluarga Nada dikelilingi org2 baik.. 🩷🩷🩷
1587,1587,Masaallah om dedi orang baik
1588,1588,"34:38 sama bgt kaya aku, kalo anak ga bisa di bilangin pasti di masukin kamar mandi, aku nya diem depan pintu 🤭
Jadi kalo bilang m2h masukin kamar mandi nie, dia pasti bilang ampun mah ga mau, aku ga nakal  lagi, maklum anak 3 jarak 5 thn semua, jadi saking ga maunya main tangan sama cape treak2 diemin aja, kalo keterlaluan baru bilang masuk kamar mandi😊"
1589,1589,"Sangat indah dan romantis , ketemu dengan om Deddy Corbuzier orng yg baik itu km termasuk orang yg baik om beb 🎉🎉🎉"
1590,1590,Om beben ... makasih udah wakilin kita dan juga  inspirasi buat ayh2 diluar sana yg kadang ga tau pengorbananya..we proud of you...
1591,1591,"Semoga ayahnya nada cepat pulih seperti sediakala, sedih banget nontonnya. Jadi inget hong hae in di queen of tears🥹"
1592,1592,Keluarga ini memang hebat terutama aska sangat sayang nada
1593,1593,"Kirain judulnya ""...Akhirnya Kita Pamit"""
1594,1594,Nada bersyukur diangkat sama  Dedi (papah angkat)
1595,1595,❤ALHAMDULILLAH
1596,1596,Happy banget liat ini.. ❤
1597,1597,tpi kenapa nada gak temenin ayahnya kan lg sakit :( aku jdi nangis ni :((((
1598,1598,Iriii banget punya Ayah yang kaya Nada giniii😢
1599,1599,Koq gw sedih(terharu) yaaa..berbahagialah kalian semua…
1600,1600,kenapa suasananya hangat disini ?????
1601,1601,"bheben seorang bassis pesonil band t-five ,sumpah keren bgt dulu performnya"
1602,1602,"Dr kemaren liat yg panas2, liat ginian ky adem bnr.. sejuk tentram.. sehat sllu kalian😇"
1603,1603,"Nada beruntung sekali Masya Allah,disaat ayahnya sedang menghadapi ujian hidup datanglah om Ded yg tulus😍panjang umur dah sehat selalu utk ayah Beben sampe bisa mendampingi Nada sukses bahkan sampe nikah dan punya anak❤"
1604,1604,beben im a big fans karya2mu dulu. salah satu bassist dengan gaya paling keren. sampe saat ini saya fans berat T-FIVE. get strong brother 💪
1605,1605,"Ded, Coba sarankan ke RAHO Club, tumor, kanker bisa sembuh tanpa operasi, ini dari Lembaga Peluruhan Radikal Bebas, Prof. Sutiman dan dr. Gretta. di Jakarta ada"
1606,1606,"Basist nya T-Five 😊😊😊
Beben tu cakep bgd pas gondrong & jaman mudaNya dlu. Terlihat di Nada yg persis bgd sm AyahNya."
1607,1607,"Nangis sesenggukan lihat podcast ini,sehat""ayah Beben..."
1608,1608,"Kebayang cowok yg deketin nada pasti tiap maen kerumah beli 2 martabak.. Satu untuk bapaknya, satu untuk azka.. 😅"
1609,1609,Salut ma Om Ded...d balik Badan nya yg gede dan muka Garang tp tnyata hati nya baik skli.... MaSyaa Allah sehat sll Om Ded❤❤
1610,1610,Mau tanya emg ayah sama bunda nya nada pisah ?
1611,1611,everyone sayang nada❤
1612,1612,"Nah yg kaya gini dibantu, jgn si agus anj"
1613,1613,Anakku juga Gini udah gede gk MAU d cium Dan MAU cium ayah nya😅
1614,1614,"ayah baik..anak baik..papa baik..hasilnya nada menjadi gadis wanita yg baik akhlaknya..bahagialah nada, kamu dikelilingi oleh orang2 baik..Insya Allah nanda nanti mendapatkan pasangan yg baik nantinya..🤲😢😢😢"
1615,1615,"Sebenernya gak mau nonton ini, bahkan tentang apapun tentang ayah dan anak penerempuan, tapi, aku bangga padamu nadaa ❤"
1616,1616,Ademmm banget ommm😊
1617,1617,Lucu banget pas mas dedy nyanyi😂😂😂
1618,1618,😥
1619,1619,nada putih bgt kulitnya..terliht dr tangannya...
1620,1620,Deddy C..the best ..2 ayah2 yg keren...❤
1621,1621,"Thanks for om ded , menjadi inspirasi semua orang cara mendidik anak dengan baik . Your god father om deddy kelasss 🙏🔥🔥🔥"
1622,1622,"Nah ,,ini yang bener . 

Bukan kayak Agus & dan Farhat TAE.

Bikin gedek Mulu ."
1623,1623,"JAUH SAMA KISAH  AGUS INI,,,AGUS HARUS LIAT INI PODCAST INI"
1624,1624,"bertiga ini...
didorong diiikit aja...
udah pecah tangis haru passti.."
1625,1625,"Punya banyak orang yg sayang sama dia, nada adalah anak yg beruntung banget, dia punya ayah beben, papa deddy, azka, kak nissa, dan banyak lagi kayak nya yg kita ga tau. semoga kedepan nya nada jadi orang yg hebaat dan sukses. (BTW, Nada ini mirip banget wajah nya sama adik gua yg bungsu)"
1626,1626,"Salut banget sama ayah nya nada , Terlihat beliau sayang banget dengan anak nya. Tapi tetap bisa menghargai om Deddy dengan baik..

Dengan segala keterbatasan nya, dan dengan segala kesuksesan Nada , beliau tetap berusaha untuk tidak merepotkan anak maupun orang tua angkatnya 

Dan Sangat Salut juga dengan Om ded yang begitu menyayangi nada dan bisa menghargai orang tua kandung nya."
1627,1627,"keinget bundaku yang ceritanya hampir sama dan kejadiannya pun waktu2 covid, dan kanker juga dan pergi kesurga 2022 yaallah rencana allah luar biasa, nada punya dua ayah dan papa semangat nada"
1628,1628,"Yuk bisa yul nada jadi pelawak/komika😂😂😂.
Kalo ga lucu digetok ama ka azka 😂😂😂"
1629,1629,Wait ini beben t5? Bapaknya nada beben t5 😱
1630,1630,👍👍👍👍👍
1631,1631,Bassistnya t-five
1632,1632,"Ayah nada patut dicontoh gak perlu berkata2 manis untuk mengemis uang.. 
Dan gak perlu meraung2 kayak bocil untuk meraih simpati.."
1633,1633,Om masih banyak privilege nada yang perlu dimanfaatkan. Bisalah jadi komika atau pelawak 😂😂😂 kapan lagi ada pelawak yang kocak cakep. Dan ini bener2 pelawak cakep. Atau jadi komikalah 😂😂😂 biar nerusin kocaknya om deddy wkwkwk
1634,1634,"di ending nya banjir bgt air mata, gatau kenapa that moment really touched my heart, gabisa bangettt kalo soal ayahh❤😢"
1635,1635,da tercium bau2 AGUS akan jadi salah 1  pembahasan di komen
1636,1636,Baru liat judulnya ku udah mewek 😭
1637,1637,"kalo ada ""kata kata tau diri"" itu langsung konek ke ..."
1638,1638,surely so lucky and 😺 happy families
1639,1639,"Wish nya ayah Beben bikin mewek...pdhl udah ditahan2 dr awal tuhh.. 
Kalian smua org2 baik, smoga bahagia dan sehat slalu 🙏🏻"
1640,1640,makasih konten close the door yang epsd ini nyentuh gitu 🥲😄
1641,1641,Ooo anak t five ayah nada....baru.
1642,1642,Entah siapa yg beruntung antara nada dn Dedy Corbuzier..krn 2-2 menguntung kn..dedy punya anak perempuan yg bs membuat diri nya makin bertanggung jawab..krn ke anak laki2 beda ..ke istri jg beda...dn anak perempuan beda lg. Lebih trasa sweet dn lebih besar tanggung jwb nya...dn nada ber sukur punya pph angkat Dedy
1643,1643,Sebenernya nada agak proteksm ayah tu krn nada gamau ada apa2 sama ayah gamau kehilangan ayah. Semoga ayah nada sehat selalu amin dan semoga om ded pjg umur amin
1644,1644,Kok aku mewek ya denger ayahnya kasih pesen ke nada 🥹
1645,1645,Yang satu ayah kandung... yg satu lagi papa angkat... how sweet ❤
1646,1646,"2 good man, dad and father"
1647,1647,Wahhhh gitu bahaya ny ternyata tumor otak....
1648,1648,"Mending donasi Agus pindah ke ayah nada, lebih berguna untuk pengobatan"
1649,1649,"This what i call the harmony
For nada, om ded, and om beben 
You are all so lucky to be brought together 🫶🫶🫶"
1650,1650,Karena laki laki tidak bercerita om ded.
1651,1651,Somoga nada dan ayah nya jg papah nya sehat 2 selalu dan tambah sukses aamiin yra ❤❤
1652,1652,saya nangiss nonton ini saat bang Beben bilang kangen banget sm Nada🥲 Bersyukur apapun keadaannya.. terus pulih dan kembali sehat terus ya bang Beben.. dan terima kasih buat DC😇
1653,1653,"Masya Alloh Om Dedy baik banget, semoga Alloh bales kebaikan Om Dedy ya"
1654,1654,"real cowok tidak bercerita, tapi kalo udh gini mah atuh pa cerita nya"
1655,1655,😂😂😂
1656,1656,"Seharusnya manusia seperti ini ga kayak agus, ga seperti manusia"
1657,1657,Udh kayak di film Queen of Tears ini ..
1658,1658,"Nada di dewasakan oleh keadaan,.."
1659,1659,Kok nangis ya nontonnya😢
1660,1660,di sarkasin 2 ayah yang sayang nada hehe lucu
1661,1661,Napa gue nangis ya
1662,1662,Kangen sosok ayah😢😢😢
1663,1663,"Nada , jangan lupa untuk selalu bersyukur yaa .. Nada di kelilingi Pria baik ..
Punya Ayah & Papa yang sayang sama Nada .. juga punya kakak yang selalu ingin melindungi .. 
Bahagia-kan mereka dan buat Bangga mereka yaa .. 🥺"
1664,1664,"Pertolongan yg tulus dan tiga2nya tahu menempatkan diri yg nolong tdk jumawa krn menolong,  yg ditolong menempatkan diri tdk terlalu merendahkan diri,  itulah krn pertemanan akan lebih menjadi kekerabatan....❤❤❤"
1665,1665,"ikut cengar cengir gw liatnya ded,,tentram banget"
1666,1666,NADA MAKIN CANTIK AJA NIH SEMOGA AYAH NADA SEHAT SELALU DAH TERIMAKASIH OM DEDY CORBUZIER TELAH MENERIMA NADA SEBAGAI ANAK ANGKAT UDAH DIJADIIN KELUARGA SENDIRI DAN DIANGGAP SEBAGAI ADIK AZKA CORBUZIER
1667,1667,Agussss tengok ni agussss.. gedeg gue sm s agus 😅😅😅
1668,1668,Semoga kamu benar benar menjadi orang yang beruntung dalam segala hal
1669,1669,Ini lah contoh orang yang tidak memanfaatkan keadaan dan tidak ingin melihat orang sekitar sedih . The real best father ever.. walaupun kenal om Dedy tapi tidak ada azas pemanfaatan beda Ama Argus syedihh di bantu malah ngelunjak.. nah kalo Agus contoh manusia TURUNAN JIN TOMANG YANG MATANYA DI COLOK AMA JIN KOCAK
1670,1670,"Undang agus dong
di podhub
Duet ama novi...
Keknya bakalan seeu😅"
1671,1671,"Coba agus ni,,oaaah udah triak2"
1672,1672,"cowok kalo bisa berjasa di hidup orang lain dan dua duanya saling respect beuh gila coy, terharu banget sumpah sama dua orang gentle"
1673,1673,"Om ded... Aku senyum terus sepanjang durasi. Bangga banget juga sama kalian, terutama nada... Tumbuh semakin baik dan baik lagi ya nadaa 🥰🥰"
1674,1674,"Yg bantu baik banget, yg dibantu punya adab,smg sembuh total ayah Nada"
1675,1675,Keren Emang Om Deddy
1676,1676,"Mksdnya Agus, moralnya ga bagus? Iya kan."
1677,1677,"Apa cuma gw yg kena bgt sama kata2 ayah nada ""Mungkin salah satu yg bikin pikiran kita jadi membaik karena kita lega ada orang yg memperhatikan kita"""
1678,1678,"Pernah ngalamin marah pakai sabuk, selang dan sapu"
1679,1679,indah
1680,1680,inspiratif sekale ... beda ma bapakku🥲 bapakku malah .......
1681,1681,"Kok gue terharu nangis lihat ben bisa gitar lagi
Ben kamu orang baik
Semangat ya
Anak mu sudah aman
Lahir bhatin nya
Masa depqn nya
Di tangan dedi sabrina azka"
1682,1682,berarti mama papanya nada udah cerai ya?
1683,1683,Aku nangis😢 terharu lihat klian akrab bhgia beruntung nada dpat ayah dan papa dedy
1684,1684,"Ayah Beben keren banget asli 😇
Dia menempatkan diri sangat baik... bahkan untuk bilang deket banget sama nada aja mesti bilang maaf bukan maksud apa"" 😢 
Mereka bisa bener"" saling menghargai.
Nada beruntung punya Ayah dan Papa yang hebat."
1685,1685,Om ded😂😂😂 ngakakk deehhhh
1686,1686,"Ini eps yg special, seru, mengharukan skaligus ada sdikit gelinang air mataku...😮😥😢"
1687,1687,Ini konten healing bgt sejak penuh dengan konten2 agus
1688,1688,Salfok sama kulit nada
1689,1689,"Lehernya NADA kaya laki² ada benjolnya ,"
1690,1690,"Walau tau yg menolongnya itu seorang sekelas om ded, tapi ayahnya nada g mw manfaatin itu, respect 👍"
1691,1691,"Cerita duka menjadi suka cita,dikala kita dikelilingi orang' positiv ❤🎉"
1692,1692,"Alm nyokap jg dulu tumor otak dan kanker paru. Almarhumah dulu lupa2 gitu, klo di ajak ngomong ga ngeh. Cuma beliau tipe yg ga mau org tau penyakit, tiba2 udah stadium 4 kanker otak dan kanker paru2. Dr diagnosa sampe meninggalnya cuma sebulan.
Rahimahullah.."
1693,1693,Akhrnya mucull  juga konten yng  positive  dan the most important  inspiration to  others ❤
1694,1694,salut
1695,1695,Episode terhepy yg pernah ada
1696,1696,"Enak ya jadi nada ,punya dua ayah yg sangat sayang banget sama nada🤗"
1697,1697,"Om Dedy Emang keren, sehat selalu bang ben, Om Dedy dan semuanya"
1698,1698,"Jadi keluarga harmonis om Deddy, kak Sabrina, Aska dan nada ❤❤❤"
1699,1699,Ga sprti agus nada neruntung dpat dua ayah bijaksana bgini
1700,1700,Om beben dulu paling keren di T-five dengan rambut gondrong nya
1701,1701,"bahagia nada bisa masuk di kluarga om dedy, alhamdulillah bersyukur punya ayah kluarga papa yg sangat bahagia. saling menyayangi
walaupun nada ikut papah dedy.... jgn lupa sering jenguk ayahmu nada. 
kalo ayah gak bisa ke Jakarta, kamu yang ke Bandung jenguk kluarga di sana.
selagi ayah masih sehat.... 
semoga ayah sehat sehat sehat panjang umur... aamiin"
1702,1702,Baru baca judul aq sdh nangis...cengeng 😔
1703,1703,"Dari awal video full senyum, hangat banget video ini asli"
1704,1704,"Ini  ""AGUS"" kau lihat orang yg dibantu tau diri, sama halnya nada dibantu menjadi anak angkat om dedy, tp etika nya masih ada dan saling menghargai dan sayang dan tau diri."
1705,1705,"Tentram adem lihat kluarga ini.., yang d tolong pun brtrimkasih.. Yang mnolong iklas dan bijaksana .. Om ded dan kluarga nada kluarga bhgia tuhan punya rencana"
1706,1706,Terkadang kita punya rasa kebencian tersendiri dengan ayah apapun alasannya dari versi kita. tapi mereka punya cerita perjuangannya sendiri dan situasi yg mengharuskannya seperti itu. Baru terasa saat dia sudah tiada. Tetap berbaktilah saat ayah kalian masih ada😇
1707,1707,"Masyaa Allah...Nada tinggal bersama orang2 yg bermartabak,sopan..Aska baik bangeut sm Nada"
1708,1708,kalo ibunya Nada kek mana ?
1709,1709,Aku cinta nada Om ded
