,Unnamed: 0.1,Unnamed: 0,comment
1500,1500,1500,kpn podcast sama lucinta
1501,1501,1501,beben mantan basis tfive salutnya saat terpuruk pun dia tidak mau memanfaatkan kedekatan dengan dc tidak mau meminta tolong apalagi meminta bantuan
1502,1502,1502,asik bgt liat ini keliatan bgt ayah nada bahagia melihat nada yg sekrang tp dia jg kangen pengen bareng anaknya nahan rindu itu berat memang tp harus bisa nahan demi kesuksesan anaknya
1503,1503,1503,nada nyanyi ayah main guitar papa yg dadidadida
1504,1504,1504,ayah nada sama bundanya emang cerai
1505,1505,1505,salfok nada putih banget nengggg
1506,1506,1506,bunda sama ayahnya nada cerai 
1507,1507,1507,ommm dari jl virgo ke rs santosa kebon kawung itu jauhhhh jadi ikut ovt kalo pergi2 sendiri
1508,1508,1508,aku melihat dua sosok orang tua yg hebat 
1509,1509,1509,dari jutaan kisah yang luar biasa om dedy yang mendapatkannya
1510,1510,1510,itulah definisi laki ga pernah cerita
1511,1511,1511,lelaki tidak bercerita tapi diem diem diposting polres
1512,1512,1512,polisi jahat yang baik cuma ibu dan ayah
1513,1513,1513,4343  ladida ladida dida dida more than words menit om ded nyanyi  ngakak aink
1514,1514,1514,ayah dan bunda nya nada udah pisah ya
1515,1515,1515,om undang agus
1516,1516,1516,contoh nih gus biar g malu2in kluarga
1517,1517,1517,baru tau sih personil t fiveih saya hafal loh lagu lagu tfive
1518,1518,1518,setelah nonton ini om ded pasti ngundang pak rt nya agus
1519,1519,1519,keren sih asli
1520,1520,1520,kang beben legend tfive
1521,1521,1521,ciri khas org bandung ga enakan
1522,1522,1522,sama kaya ibu saya dan sy bangga merawatnya di proses penyembuhan after operasi semoga bisa sembuh seperti anda
1523,1523,1523,terima kasih om ded telah membantu keluarga nada  semoga dengan masuk islam bisa membawa om ded ke jalan yang benar dan gak blunder lagi
1524,1524,1524,keluarga bahagia
1525,1525,1525,liat sikap kang beben ke nada itu keliatan kayak yg kangen banget cuma sekarang kan nadanya udah remaja jadi agak bingung mengekspresikannya 
1526,1526,1526,episode close the door paling adem
1527,1527,1527,salute om ded emang orang hebat penuh inspirasi semoga om ded diberi kesehatan terus amiinn
1528,1528,1528,respect
1529,1529,1529,next podcast lagi ber3 sama bundanya nada dong om ded
1530,1530,1530,hebat dedi
1531,1531,1531,aku ada info ada anak dari indonesia yg sejak sd juara 1 terus saat smp kelas 2 apply scholarship di singapore accepted terus lanjut sma juga scholarshiplanjut di university juga scholarship jugasetelah itu belum lulus magang di singtel nya singaporeterus kerja di perusahaan amerika cuma 2th sekarang ditarik meta untuk kerja di kantornyatraining di london dibayari  flight nya pp kelas bisnisgajinya naik 100 ratusan juta per bulanmilyaran per tahun jauh lebih besar dari gajinya pak ahok saat jadi komisaris bumnini sangat luarbiasajarang ada anak seperti itu setahukubisa jadi inspirasi bagi anak2 di indonesia untuk maju terusmembanggakan bangsa indonesiathank you
1532,1532,1532,ibuku juga tumir otak dan di oprasi yg ke 2 kali tp tdk selamat nadamsh beruntung msh dpt ngobrol dgn ayah kandung dgn penyakit yg sngt berat sehat2 ya pak aminyrb
1533,1533,1533,nada is very lucky
1534,1534,1534,tumor grade berapa ya kalo boleh tau ibuku juga sama soalnya
1535,1535,1535,abis ini palingan om ded nyebokin miftah
1536,1536,1536,3050 ngakak dan terharu haha takut ke kaka
1537,1537,1537,18000 beda sama agus
1538,1538,1538,
1539,1539,1539,atitude papa dan ayah yang smart people
1540,1540,1540,contoh tolong menolong yang baik dari pihak yang ditolong yang menolong pun bukan kayak
1541,1541,1541,nice 
1542,1542,1542,demensia dini di luar negri byk banget yg mengidap
1543,1543,1543,ibuku tumor otak  cm brp tahun nggak tertolong ayahnya termasuk hebat itu  msh bisa tertolong
1544,1544,1544,ini contoh ketika dibantu tau rasa bersyukur  terima kasih tdk sprti agus salim ketika dibantu malah bikin susah org yg membantu 
1545,1545,1545,masyaallah 
1546,1546,1546,ajak ke podhub dong om biar ketemu sama vidi
1547,1547,1547,seru nih 
1548,1548,1548,2236 kebanyakan cowo apapun kejadiannya tidak pernah bercerita satu kata sama siapapun jadi mau pahit senang hadapi sendiri
1549,1549,1549,nada punya dua ayah yang hebat
1550,1550,1550,beruntung bangett ya nada punya papa dan punya ayah
1551,1551,1551,mirip dzawin anjau
1552,1552,1552,orang baik ketemu orang baik
1553,1553,1553,salut dengan om beben benar benar survive banget om beben pantang ngemis dan ga teriak sediiih bangeeeet benar benar laki laki sejati om beben ini sehat sehat terus om beben
1554,1554,1554,capek banget asli nunggu lama ternyata pas mau nyanyi jadi suara pikachu
1555,1555,1555,iri banget jadi anak yaang di sayangin sama bapak nyaa tapi nggk pp minta doa buat ayah ku ya guys semoga husnul khotimah amiiinn
1556,1556,1556,maaf ya om ded kirain selama ini nada itu anak tiri om dedy dgn istri yg skg
1557,1557,1557,berharap ada bawangnya
1558,1558,1558,smg ke depanya nada sukses
1559,1559,1559,om saya yakin anda 100 gk cocok jadi seorang idola anda lebih cocok untuk menjadi seorang panutan omsemangat om jadi orang baik
1560,1560,1560,nada menggunakan previllagenya dg sgt amat baik 
1561,1561,1561,4541 happy gw  seneng gw  bahagia gw kita semua juga happy seneng dan bahagia nontonnyakeluarga bahagia
1562,1562,1562,sehat2 terus bang beben aamiin
1563,1563,1563,dari konten semua yang ini tanpa skip karena penasaran 
1564,1564,1564,nada pemberani sm om ded aja ngomongnya ceplasceplos kayak ank perempuan gue ke bpknya ya gitu artinya ankx nyaman  ga takut  membangun hubungan yg begitu ga gampang
1565,1565,1565,om dedy gus miptah kasi tempat buat klarifikasi setelah goblkin tukang jualan es 
1566,1566,1566,mirip banget
1567,1567,1567,enak yah kalo tau diri dan ngerti ga enakan emg gitu kalo org baik
1568,1568,1568,semoga segala kebaikan dan ke ikhlasan om ded menjadi amal jariyah yg mengalir gak ada putusnya hingga hari akhir kelak aamiin
1569,1569,1569,daddys little girl is a big girl now mata bang beben pas ngeliat anaknya
1570,1570,1570,4157 
1571,1571,1571,nada ama gitar dan gelas sama putihnya putih amat sihhhh dadidadidadidadasenang nya punya papa 2 dan abang yg protectjiplakan bgt nada sama ayahnya sehatsehat semua ayah nada om ded dan keluarga
1572,1572,1572,bokap gw jumat kemaren sore meninggal yang bikin sedih kondisi gw pas lagi susah posisi pas nguburin cuma punya duit goceng masih ninggalin hutang juga buat nebus di rs gw punya keinginan buat rapihin kuburannya sama bikin pengajian meskipun cuma 1 harisemoga ada rejeki tak terduga biar terlaksana kalo gk ya mau gimanagw gk ketemu bokap gw 20tahun lebih sekalinya ketemu cuma sebentar tapi gk punya biaya sama sekali gw ojol maxim tau sendiri maxim tuh orderannya seadanya bisa buat makan seharihari aja udah sukur
1573,1573,1573,aku nangis liat podcast ini sehat2 ayahnya nada nada dan papanya nada
1574,1574,1574,2 super dad
1575,1575,1575,episode ini paling epic dari awal episode sampai ini tayang closethedoor memang the best
1576,1576,1576,2 kata buat om deddy  empati  bijaksana 
1577,1577,1577,such a wonderful and awesome adem banget asli suasananya
1578,1578,1578,video yg penuh pembelajaranmembuat kita bersyukur dgn kesehatan kita
1579,1579,1579,yang nolong iklas yang di tolong penuh adab tau kenapa bisa begitu karena yang di tolong gak didampingi pengancara yang bad atitute
1580,1580,1580,mas dedy orang yg sangat asyik dan mengasikan bs mendidik anak walaupun bkn darah daging sendiri
1581,1581,1581,simak ini gussss  jngn planga plongi luu
1582,1582,1582,tfive lagu2mu menemani sy masa2 kerja di singapore 2003 tiap pulang kerja dari bishan ke st michael street masih jaman kaset pke walkman om bheben sebagai bagian dari tfive yg nemenin dengan lagu2 indahnya bahkan sampai skr ada di usb mobil kau mirc di ujung mimpi dllsy berharap om bheben bisa benar2 pulih dan kembali aktif di tfive lagi aamiin thx u om ded goodluck nada dg ayah  papa yg sangat peduli dan menyayangimu
1583,1583,1583,salfok tangan nada putih bgt 
1584,1584,1584,ini baru laki sadar diri salut pak ben semoga allah berikan kesehatan aamiin
1585,1585,1585,lah cover doang gk bakal kena copyright lah kecuali pake sound asli dr lagunya
1586,1586,1586,rezeki keluarga nada dikelilingi org2 baik 
1587,1587,1587,masaallah om dedi orang baik
1588,1588,1588,3438 sama bgt kaya aku kalo anak ga bisa di bilangin pasti di masukin kamar mandi aku nya diem depan pintu jadi kalo bilang m2h masukin kamar mandi nie dia pasti bilang ampun mah ga mau aku ga nakal  lagi maklum anak 3 jarak 5 thn semua jadi saking ga maunya main tangan sama cape treak2 diemin aja kalo keterlaluan baru bilang masuk kamar mandi
1589,1589,1589,sangat indah dan romantis  ketemu dengan om deddy corbuzier orng yg baik itu km termasuk orang yg baik om beb 
1590,1590,1590,om beben  makasih udah wakilin kita dan juga  inspirasi buat ayh2 diluar sana yg kadang ga tau pengorbananyawe proud of you
1591,1591,1591,semoga ayahnya nada cepat pulih seperti sediakala sedih banget nontonnya jadi inget hong hae in di queen of tears
1592,1592,1592,keluarga ini memang hebat terutama aska sangat sayang nada
1593,1593,1593,kirain judulnya akhirnya kita pamit
1594,1594,1594,nada bersyukur diangkat sama  dedi papah angkat
1595,1595,1595,alhamdulillah
1596,1596,1596,happy banget liat ini 
1597,1597,1597,tpi kenapa nada gak temenin ayahnya kan lg sakit  aku jdi nangis ni 
1598,1598,1598,iriii banget punya ayah yang kaya nada giniii
1599,1599,1599,koq gw sedihterharu yaaaberbahagialah kalian semua
1600,1600,1600,kenapa suasananya hangat disini 
1601,1601,1601,bheben seorang bassis pesonil band tfive sumpah keren bgt dulu performnya
1602,1602,1602,dr kemaren liat yg panas2 liat ginian ky adem bnr sejuk tentram sehat sllu kalian
1603,1603,1603,nada beruntung sekali masya allahdisaat ayahnya sedang menghadapi ujian hidup datanglah om ded yg tuluspanjang umur dah sehat selalu utk ayah beben sampe bisa mendampingi nada sukses bahkan sampe nikah dan punya anak
1604,1604,1604,beben im a big fans karya2mu dulu salah satu bassist dengan gaya paling keren sampe saat ini saya fans berat tfive get strong brother 
1605,1605,1605,ded coba sarankan ke raho club tumor kanker bisa sembuh tanpa operasi ini dari lembaga peluruhan radikal bebas prof sutiman dan dr gretta di jakarta ada
1606,1606,1606,basist nya tfive beben tu cakep bgd pas gondrong  jaman mudanya dlu terlihat di nada yg persis bgd sm ayahnya
1607,1607,1607,nangis sesenggukan lihat podcast inisehatayah beben
1608,1608,1608,kebayang cowok yg deketin nada pasti tiap maen kerumah beli 2 martabak satu untuk bapaknya satu untuk azka 
1609,1609,1609,salut ma om dedd balik badan nya yg gede dan muka garang tp tnyata hati nya baik skli masyaa allah sehat sll om ded
1610,1610,1610,mau tanya emg ayah sama bunda nya nada pisah 
1611,1611,1611,everyone sayang nada
1612,1612,1612,nah yg kaya gini dibantu jgn si agus anj
1613,1613,1613,anakku juga gini udah gede gk mau d cium dan mau cium ayah nya
1614,1614,1614,ayah baikanak baikpapa baikhasilnya nada menjadi gadis wanita yg baik akhlaknyabahagialah nada kamu dikelilingi oleh orang2 baikinsya allah nanda nanti mendapatkan pasangan yg baik nantinya
1615,1615,1615,sebenernya gak mau nonton ini bahkan tentang apapun tentang ayah dan anak penerempuan tapi aku bangga padamu nadaa 
1616,1616,1616,ademmm banget ommm
1617,1617,1617,lucu banget pas mas dedy nyanyi
1618,1618,1618,
1619,1619,1619,nada putih bgt kulitnyaterliht dr tangannya
1620,1620,1620,deddy cthe best 2 ayah2 yg keren
1621,1621,1621,thanks for om ded  menjadi inspirasi semua orang cara mendidik anak dengan baik  your god father om deddy kelasss 
1622,1622,1622,nah ini yang bener  bukan kayak agus  dan farhat taebikin gedek mulu 
1623,1623,1623,jauh sama kisah  agus iniagus harus liat ini podcast ini
1624,1624,1624,bertiga inididorong diiikit ajaudah pecah tangis haru passti
1625,1625,1625,punya banyak orang yg sayang sama dia nada adalah anak yg beruntung banget dia punya ayah beben papa deddy azka kak nissa dan banyak lagi kayak nya yg kita ga tau semoga kedepan nya nada jadi orang yg hebaat dan sukses btw nada ini mirip banget wajah nya sama adik gua yg bungsu
1626,1626,1626,salut banget sama ayah nya nada  terlihat beliau sayang banget dengan anak nya tapi tetap bisa menghargai om deddy dengan baikdengan segala keterbatasan nya dan dengan segala kesuksesan nada  beliau tetap berusaha untuk tidak merepotkan anak maupun orang tua angkatnya dan sangat salut juga dengan om ded yang begitu menyayangi nada dan bisa menghargai orang tua kandung nya
1627,1627,1627,keinget bundaku yang ceritanya hampir sama dan kejadiannya pun waktu2 covid dan kanker juga dan pergi kesurga 2022 yaallah rencana allah luar biasa nada punya dua ayah dan papa semangat nada
1628,1628,1628,yuk bisa yul nada jadi pelawakkomikakalo ga lucu digetok ama ka azka 
1629,1629,1629,wait ini beben t5 bapaknya nada beben t5 
1630,1630,1630,
1631,1631,1631,bassistnya tfive
1632,1632,1632,ayah nada patut dicontoh gak perlu berkata2 manis untuk mengemis uang dan gak perlu meraung2 kayak bocil untuk meraih simpati
1633,1633,1633,om masih banyak privilege nada yang perlu dimanfaatkan bisalah jadi komika atau pelawak  kapan lagi ada pelawak yang kocak cakep dan ini bener2 pelawak cakep atau jadi komikalah  biar nerusin kocaknya om deddy wkwkwk
1634,1634,1634,di ending nya banjir bgt air mata gatau kenapa that moment really touched my heart gabisa bangettt kalo soal ayahh
1635,1635,1635,da tercium bau2 agus akan jadi salah 1  pembahasan di komen
1636,1636,1636,baru liat judulnya ku udah mewek 
1637,1637,1637,kalo ada kata kata tau diri itu langsung konek ke 
1638,1638,1638,surely so lucky and  happy families
1639,1639,1639,wish nya ayah beben bikin mewekpdhl udah ditahan2 dr awal tuhh kalian smua org2 baik smoga bahagia dan sehat slalu 
1640,1640,1640,makasih konten close the door yang epsd ini nyentuh gitu 
1641,1641,1641,ooo anak t five ayah nadabaru
1642,1642,1642,entah siapa yg beruntung antara nada dn dedy corbuzierkrn 22 menguntung kndedy punya anak perempuan yg bs membuat diri nya makin bertanggung jawabkrn ke anak laki2 beda ke istri jg bedadn anak perempuan beda lg lebih trasa sweet dn lebih besar tanggung jwb nyadn nada ber sukur punya pph angkat dedy
1643,1643,1643,sebenernya nada agak proteksm ayah tu krn nada gamau ada apa2 sama ayah gamau kehilangan ayah semoga ayah nada sehat selalu amin dan semoga om ded pjg umur amin
1644,1644,1644,kok aku mewek ya denger ayahnya kasih pesen ke nada 
1645,1645,1645,yang satu ayah kandung yg satu lagi papa angkat how sweet 
1646,1646,1646,2 good man dad and father
1647,1647,1647,wahhhh gitu bahaya ny ternyata tumor otak
1648,1648,1648,mending donasi agus pindah ke ayah nada lebih berguna untuk pengobatan
1649,1649,1649,this what i call the harmonyfor nada om ded and om beben you are all so lucky to be brought together 
1650,1650,1650,karena laki laki tidak bercerita om ded
1651,1651,1651,somoga nada dan ayah nya jg papah nya sehat 2 selalu dan tambah sukses aamiin yra 
1652,1652,1652,saya nangiss nonton ini saat bang beben bilang kangen banget sm nada bersyukur apapun keadaannya terus pulih dan kembali sehat terus ya bang beben dan terima kasih buat dc
1653,1653,1653,masya alloh om dedy baik banget semoga alloh bales kebaikan om dedy ya
1654,1654,1654,real cowok tidak bercerita tapi kalo udh gini mah atuh pa cerita nya
1655,1655,1655,
1656,1656,1656,seharusnya manusia seperti ini ga kayak agus ga seperti manusia
1657,1657,1657,udh kayak di film queen of tears ini 
1658,1658,1658,nada di dewasakan oleh keadaan
1659,1659,1659,kok nangis ya nontonnya
1660,1660,1660,di sarkasin 2 ayah yang sayang nada hehe lucu
1661,1661,1661,napa gue nangis ya
1662,1662,1662,kangen sosok ayah
1663,1663,1663,nada  jangan lupa untuk selalu bersyukur yaa  nada di kelilingi pria baik punya ayah  papa yang sayang sama nada  juga punya kakak yang selalu ingin melindungi  bahagiakan mereka dan buat bangga mereka yaa  
1664,1664,1664,pertolongan yg tulus dan tiga2nya tahu menempatkan diri yg nolong tdk jumawa krn menolong  yg ditolong menempatkan diri tdk terlalu merendahkan diri  itulah krn pertemanan akan lebih menjadi kekerabatan
1665,1665,1665,ikut cengar cengir gw liatnya dedtentram banget
1666,1666,1666,nada makin cantik aja nih semoga ayah nada sehat selalu dah terimakasih om dedy corbuzier telah menerima nada sebagai anak angkat udah dijadiin keluarga sendiri dan dianggap sebagai adik azka corbuzier
1667,1667,1667,agussss tengok ni agussss gedeg gue sm s agus 
1668,1668,1668,semoga kamu benar benar menjadi orang yang beruntung dalam segala hal
1669,1669,1669,ini lah contoh orang yang tidak memanfaatkan keadaan dan tidak ingin melihat orang sekitar sedih  the real best father ever walaupun kenal om dedy tapi tidak ada azas pemanfaatan beda ama argus syedihh di bantu malah ngelunjak nah kalo agus contoh manusia turunan jin tomang yang matanya di colok ama jin kocak
1670,1670,1670,undang agus dongdi podhubduet ama novikeknya bakalan seeu
1671,1671,1671,coba agus nioaaah udah triak2
1672,1672,1672,cowok kalo bisa berjasa di hidup orang lain dan dua duanya saling respect beuh gila coy terharu banget sumpah sama dua orang gentle
1673,1673,1673,om ded aku senyum terus sepanjang durasi bangga banget juga sama kalian terutama nada tumbuh semakin baik dan baik lagi ya nadaa 
1674,1674,1674,yg bantu baik banget yg dibantu punya adabsmg sembuh total ayah nada
1675,1675,1675,keren emang om deddy
1676,1676,1676,mksdnya agus moralnya ga bagus iya kan
1677,1677,1677,apa cuma gw yg kena bgt sama kata2 ayah nada mungkin salah satu yg bikin pikiran kita jadi membaik karena kita lega ada orang yg memperhatikan kita
1678,1678,1678,pernah ngalamin marah pakai sabuk selang dan sapu
1679,1679,1679,indah
1680,1680,1680,inspiratif sekale  beda ma bapakku bapakku malah 
1681,1681,1681,kok gue terharu nangis lihat ben bisa gitar lagiben kamu orang baiksemangat yaanak mu sudah amanlahir bhatin nyamasa depqn nyadi tangan dedi sabrina azka
1682,1682,1682,berarti mama papanya nada udah cerai ya
1683,1683,1683,aku nangis terharu lihat klian akrab bhgia beruntung nada dpat ayah dan papa dedy
1684,1684,1684,ayah beben keren banget asli dia menempatkan diri sangat baik bahkan untuk bilang deket banget sama nada aja mesti bilang maaf bukan maksud apa  mereka bisa bener saling menghargainada beruntung punya ayah dan papa yang hebat
1685,1685,1685,om ded ngakakk deehhhh
1686,1686,1686,ini eps yg special seru mengharukan skaligus ada sdikit gelinang air mataku
1687,1687,1687,ini konten healing bgt sejak penuh dengan konten2 agus
1688,1688,1688,salfok sama kulit nada
1689,1689,1689,lehernya nada kaya laki ada benjolnya 
1690,1690,1690,walau tau yg menolongnya itu seorang sekelas om ded tapi ayahnya nada g mw manfaatin itu respect 
1691,1691,1691,cerita duka menjadi suka citadikala kita dikelilingi orang positiv 
1692,1692,1692,alm nyokap jg dulu tumor otak dan kanker paru almarhumah dulu lupa2 gitu klo di ajak ngomong ga ngeh cuma beliau tipe yg ga mau org tau penyakit tiba2 udah stadium 4 kanker otak dan kanker paru2 dr diagnosa sampe meninggalnya cuma sebulanrahimahullah
1693,1693,1693,akhrnya mucull  juga konten yng  positive  dan the most important  inspiration to  others 
1694,1694,1694,salut
1695,1695,1695,episode terhepy yg pernah ada
1696,1696,1696,enak ya jadi nada punya dua ayah yg sangat sayang banget sama nada
1697,1697,1697,om dedy emang keren sehat selalu bang ben om dedy dan semuanya
1698,1698,1698,jadi keluarga harmonis om deddy kak sabrina aska dan nada 
1699,1699,1699,ga sprti agus nada neruntung dpat dua ayah bijaksana bgini
1700,1700,1700,om beben dulu paling keren di tfive dengan rambut gondrong nya
1701,1701,1701,bahagia nada bisa masuk di kluarga om dedy alhamdulillah bersyukur punya ayah kluarga papa yg sangat bahagia saling menyayangiwalaupun nada ikut papah dedy jgn lupa sering jenguk ayahmu nada kalo ayah gak bisa ke jakarta kamu yang ke bandung jenguk kluarga di sanaselagi ayah masih sehat semoga ayah sehat sehat sehat panjang umur aamiin
1702,1702,1702,baru baca judul aq sdh nangiscengeng 
1703,1703,1703,dari awal video full senyum hangat banget video ini asli
1704,1704,1704,ini  agus kau lihat orang yg dibantu tau diri sama halnya nada dibantu menjadi anak angkat om dedy tp etika nya masih ada dan saling menghargai dan sayang dan tau diri
1705,1705,1705,tentram adem lihat kluarga ini yang d tolong pun brtrimkasih yang mnolong iklas dan bijaksana  om ded dan kluarga nada kluarga bhgia tuhan punya rencana
1706,1706,1706,terkadang kita punya rasa kebencian tersendiri dengan ayah apapun alasannya dari versi kita tapi mereka punya cerita perjuangannya sendiri dan situasi yg mengharuskannya seperti itu baru terasa saat dia sudah tiada tetap berbaktilah saat ayah kalian masih ada
1707,1707,1707,masyaa allahnada tinggal bersama orang2 yg bermartabaksopanaska baik bangeut sm nada
1708,1708,1708,kalo ibunya nada kek mana 
1709,1709,1709,aku cinta nada om ded
1710,1710,1710,doakan untuk ayahku untuk bisa dpt hidayah dan cepat diberikan kesehatan kembali
1711,1711,1711,ibu nya nada mana
1712,1712,1712,lihat podcast ini sejenak jd lupa utang sayamakasih keluarga indah
1713,1713,1713,keren nada muka kamu mirip banget sama ayah kamu
1714,1714,1714,ngeliat om ded ayahnya nada sama nada ngobrol bertiga vibesnya jd kayak anji leticia sama suaminya sheila marcia sehat2 kalian semua 
1715,1715,1715,nonton ini terharu seneng senyam senyum nangis dikit
1716,1716,1716,bijak bgt om salut 
1717,1717,1717,bahagianya punya orangtua2 hebat barakallahu fiik nada
1718,1718,1718,nada belajar ngajiseru
1719,1719,1719,dgn kes babi a dan fa itu lumayan video ini menghening kembali otak sy
1720,1720,1720,gua nungguin part idup nada pas punya cowok gimana
1721,1721,1721,aduh sedih wakkkk
1722,1722,1722,ada chipmank rindu ayah dah
1723,1723,1723,karakter orang yg baik tidak aji mumpung
1724,1724,1724,org baik bertemu dgn org yg berbudi luhur smg sll sht dn panjang umur dn terus brbuat kbaikkan aamiin allahumma aamiin
1725,1725,1725,nada cakep bgt skrg 
1726,1726,1726,saiya kok jadi terharu ya om ded kelihatan sayang banget sama nada salut untuk ayah nada
1727,1727,1727,nada like father like daughter
1728,1728,1728,luar biasa podcast ini selalu membawa sudut pandang baru salut untuk mas deddy yang selalu menyajikan konten berkualitas
1729,1729,1729,2230 pria tidak bercerita
1730,1730,1730,papa nada kayaknya pengen tinggal deket bareng nada sehat sehat ya nontonnya terharu setiap ayah kayaknya gini yaa
1731,1731,1731,heart warming bgt ini
1732,1732,1732,di podcast ini pembicaraan nya berasa banget rasa sayang dan cinta
1733,1733,1733,2225 lakilaki tidak bercerita
1734,1734,1734,nada beruntung punya ayah hebat dan papa hebat
1735,1735,1735,
1736,1736,1736,hebat banget om beben saat anak nya sudah sukses dengan om dedi dia enga memanfaatkan sama sekali dan justru saat dia susah aja enga mao minta bantuan ke om ded atau ke nada padahal di luar sana banyak yg memanfaatkan keluarga orang yg sudah membantu dia salut banget sama om beben 
1737,1737,1737,nada om ben om ded  nyimak sampai selesai
1738,1738,1738,ayah nya nada bener2 ga mau ngrepotin dan ga enakan meski sebenernya bisa manfaatin deddy buat bantu ini bener2 tau diri ga kaya agoes
1739,1739,1739,mukanya plek ke tiplek mirip bapanya nada idungnya mirip bgt
1740,1740,1740,om ded sekarang bapak banget yaa yang diomongin cuma anaknya
1741,1741,1741,masyaalloh beautiful family 
1742,1742,1742,nadaaa ternyata bapakmu dan bapaku sama nasibnya memiliki bapak yg memiliki tumor di kepala dan uda operasi 2 kali dan bapak ku baru selesai operasi 1 bulan yg lalu untuk operasi ke 2 smoga selalu sehat bapak nadan dan bapaku aamiinbapak nada suka kejang gk  bapaku suka kejang
1743,1743,1743,om ded tolong pod hub daniel baskara putra
1744,1744,1744,this is such a refreshing content thank you  never underestimate of great father figures thank you for being the great dads for her means a lot to her for sure
1745,1745,1745,the real orang sunda tulen  banyak ga enakan  ga mau ngerepotin orang  kang beben orang tulus  nada you must proud had him 
1746,1746,1746,allah ksih anak yg luar biasa
1747,1747,1747,nada sering2 peluk ayahmu ya
1748,1748,1748,ini namax orang ditolong tau terimakasih 
1749,1749,1749,ya alloh beruntung ny kamu nada ada ayah papa kakak azka yg bner sayang sm nada
1750,1750,1750,kereeenn
1751,1751,1751,terima kasih agus 
1752,1752,1752,nada beruntung bgt punya dua papasaya 1 aja uda ga pnya
1753,1753,1753,ngakak bgt pas cerita soal baju gym 
1754,1754,1754,keluarga cemara real action 
1755,1755,1755,cerita nada sama kek anak guaanak gua diangkat anak sama tetangga yang udah kek sodara sendiri karena tetangga gua 7 taon nikah belum di kasih momonganjadi anak gua bahagia punya 2 bapak punya 2 ibu yang sayang ke dia 
1756,1756,1756,terimakasih master dedbest 
1757,1757,1757,cntk bet sumpah
1758,1758,1758,nada putih banget yaaaa
1759,1759,1759,happy day podcast kali ini om ded
1760,1760,1760,minta doa nya kawanbuat bapakku yg sudah meninggalperjuangan seorang bapak buat keluargasemoga bapak di ampuni dosanyakhusnul khotimahamiinnn
1761,1761,1761,da gitu orang sunda mah rata rata gak enakan
1762,1762,1762,nada mirip ayahnya yaaa
1763,1763,1763,semoga allah memberi kesembuhan wal afiat utk ayah nada amiiinnn
1764,1764,1764,
1765,1765,1765,
1766,1766,1766,msya allah nada beruntung punya ayahpunya papahpunya kk yg syang
1767,1767,1767,undang ayah nada ketemu vidimreka kayanya samasdh bersahabat dgn kondisi mreka
1768,1768,1768,seneng ya punya ayah 2 bikin iri yang ditnggal ayah nya pas baru lahir seperti gw
1769,1769,1769,keren mental nya 
1770,1770,1770,nada cantik banget
1771,1771,1771,ayah nya nada terkenal pada jamannya  semoga selalu sehat  saya suka denger lagu lagu tfive
1772,1772,1772,yg penting nada ngga teriak sedih banget ya 
1773,1773,1773,baru tau kalau ayahnya nada islam
1774,1774,1774,nada mukanya mirip ayahnya bgt
1775,1775,1775,kok vibes nontonny melow pdhal gak ada nangis2ny sehat terusssss lah
1776,1776,1776,contoh 2 sosok ayah yang keren
1777,1777,1777,sehat selalu om ded
1778,1778,1778,om ded coba suruh ayahnya nada terapi alam kayak marshanda siapa tau tumornya bisa ilang
1779,1779,1779,ya saya ihklasin ikhlasin iklasin semoga jadi orang beruntung selamanya
1780,1780,1780,nada beruntung banget dijaga 3 hero kwkwk
1781,1781,1781,love of my lovebring her back bring her backdont take her away from me bczu dont knowkeren abis nada dan ayahnyapapa deddy barakalloh
1782,1782,1782,orang baik
1783,1783,1783,mereka yh ngobrol gak ada nangis nyaq malahan yg nangisgembeng ihtapi lihat agus sedih  podcast nangisair mataku mahal gak bs nangisgk baper blass
1784,1784,1784,aku ayah usia 36thn anaku cew seumuran nada juga 16thn ya gitu skr gk mau dipelukgk mau dicium lgi kadang aku pngn dya tetep kcil lucu bs diajak main kmna2 skr sdh pnya dunianya sndiri
1785,1785,1785,masya allah seneng ayah ben udah sehatliat ayah anak dan papa nya sebahagia ini yg nonton jg ikut bahagia nada beruntung skrg jd punya ibu dan figur lengkap keluarga punya 2 sosok ayah yg saling melengkapi punya kakak cowo dan cewe apalagi nada spertinya anak yg multitalent dan punya kemauan yg keras  smoga sehat2 semuanya
1786,1786,1786,beben sehat terus ya sprti dlu saat bermain bass dgn rambut gondrong fungky yg brgaya hip hopmas ded smg berkah sekeluarga amin yra
1787,1787,1787,angkat agus jadi anakmu om ded biar agus gak syedih 
1788,1788,1788,senang bangett anak istimewa dijaga oleh keluarga istimewa 
1789,1789,1789,sapa yg naruh bawang 1kg dsni
1790,1790,1790,rejeki tidak melulu soal duit dapat tetangga2 yg baik dan perhatian juga rejeki yg harus di syukuri
1791,1791,1791,masyaallloooooh keluarga yang indah banget penuh cintao perhatian peduli kasih sayang senengnya nada pyn pria yg menjaga nadda dgn cinta ada ayah ada papa ada kak azka ini contoh yang sangat indah dan sangat baik beruntung sekali nada
1792,1792,1792,gak pernah liat sosok ayah hingga meninggal
1793,1793,1793,orang sunda terus besar di bandung penyakitnya pasti nggak enakan
1794,1794,1794,subhanallah ini muka anak sama bapak mirip banget
1795,1795,1795,semoga aku dapat ayah baru
1796,1796,1796,lagi demam tapi mewek gegara ini
